0.0000	0.0209	0.5000	0.0105
0.0100	0.0209	0.5000	0.0105
0.0200	0.0209	0.5000	0.0105
0.0300	0.0209	0.5000	0.0105
0.0400	0.0209	0.5000	0.0105
0.0500	0.0209	0.5000	0.0105
0.0600	0.0209	0.5000	0.0105
0.0700	0.0209	0.5000	0.0105
0.0800	0.0209	0.5000	0.0105
0.0900	0.0209	0.5000	0.0105
0.1000	0.0209	0.5000	0.0105
0.1100	0.0209	0.5000	0.0105
0.1200	0.0209	0.5000	0.0105
0.1300	0.0209	0.5000	0.0105
0.1400	0.0209	0.5000	0.0105
0.1500	0.0209	0.5000	0.0105
0.1600	0.0209	0.5000	0.0105
0.1700	0.0209	0.5000	0.0105
0.1800	0.0209	0.5000	0.0105
0.1900	0.0209	0.5000	0.0105
0.2000	0.0209	0.5000	0.0105
0.2100	0.0209	0.5000	0.0105
0.2200	0.0209	0.5000	0.0105
0.2300	0.0209	0.5000	0.0105
0.2400	0.0209	0.5000	0.0105
0.2500	0.0209	0.5000	0.0105
0.2600	0.0209	0.5000	0.0105
0.2700	0.0209	0.5000	0.0105
0.2800	0.0209	0.5000	0.0105
0.2900	0.0209	0.5000	0.0105
0.3000	0.0209	0.5000	0.0105
0.3100	0.0209	0.5000	0.0105
0.3200	0.0209	0.5000	0.0105
0.3300	0.0209	0.5000	0.0105
0.3400	0.0209	0.5000	0.0105
0.3500	0.0209	0.5000	0.0105
0.3600	0.0209	0.5000	0.0105
0.3700	0.0209	0.5000	0.0105
0.3800	0.0209	0.5000	0.0105
0.3900	0.0209	0.5000	0.0105
0.4000	0.0209	0.5000	0.0105
0.4100	0.0209	0.5000	0.0105
0.4200	0.0209	0.5000	0.0105
0.4300	0.0209	0.5000	0.0105
0.4400	0.0209	0.5000	0.0105
0.4500	0.0209	0.5000	0.0105
0.4600	0.0209	0.5000	0.0105
0.4700	0.0209	0.5000	0.0105
0.4800	0.0209	0.5000	0.0105
0.4900	0.0209	0.5000	0.0105
0.5000	0.0209	0.5000	0.0105
0.5100	0.9776	0.8484	0.6886
0.5200	0.9796	0.8355	0.6958
0.5300	0.9810	0.8226	0.7006
0.5400	0.9817	0.8159	0.7022
0.5500	0.9823	0.8074	0.7035
0.5600	0.9826	0.8024	0.7040
0.5700	0.9831	0.7956	0.7042
0.5800	0.9833	0.7913	0.7041
0.5900	0.9836	0.7850	0.7037
0.6000	0.9838	0.7788	0.7029
0.6100	0.9840	0.7747	0.7022
0.6200	0.9842	0.7685	0.7009
0.6300	0.9843	0.7641	0.6998
0.6400	0.9844	0.7573	0.6977
0.6500	0.9845	0.7524	0.6961
0.6600	0.9846	0.7444	0.6931
0.6700	0.9847	0.7384	0.6905
0.6800	0.9847	0.7280	0.6856
0.6900	0.9847	0.7197	0.6813
0.7000	0.9847	0.7035	0.6718
0.7100	0.9844	0.6786	0.6549
0.7200	0.9839	0.6496	0.6322
0.7300	0.9791	0.5000	0.4895
0.7400	0.9791	0.5000	0.4895
0.7500	0.9791	0.5000	0.4895
0.7600	0.9791	0.5000	0.4895
0.7700	0.9791	0.5000	0.4895
0.7800	0.9791	0.5000	0.4895
0.7900	0.9791	0.5000	0.4895
0.8000	0.9791	0.5000	0.4895
0.8100	0.9791	0.5000	0.4895
0.8200	0.9791	0.5000	0.4895
0.8300	0.9791	0.5000	0.4895
0.8400	0.9791	0.5000	0.4895
0.8500	0.9791	0.5000	0.4895
0.8600	0.9791	0.5000	0.4895
0.8700	0.9791	0.5000	0.4895
0.8800	0.9791	0.5000	0.4895
0.8900	0.9791	0.5000	0.4895
0.9000	0.9791	0.5000	0.4895
0.9100	0.9791	0.5000	0.4895
0.9200	0.9791	0.5000	0.4895
0.9300	0.9791	0.5000	0.4895
0.9400	0.9791	0.5000	0.4895
0.9500	0.9791	0.5000	0.4895
0.9600	0.9791	0.5000	0.4895
0.9700	0.9791	0.5000	0.4895
0.9800	0.9791	0.5000	0.4895
0.9900	0.9791	0.5000	0.4895
