0.0000	0.0209	1.0000	0.0410	0.0209
0.0100	0.0209	1.0000	0.0410	0.0209
0.0200	0.0209	1.0000	0.0410	0.0209
0.0300	0.0209	1.0000	0.0410	0.0209
0.0400	0.0209	1.0000	0.0410	0.0209
0.0500	0.0209	1.0000	0.0410	0.0209
0.0600	0.0209	1.0000	0.0410	0.0209
0.0700	0.0209	1.0000	0.0410	0.0209
0.0800	0.0209	1.0000	0.0410	0.0209
0.0900	0.0209	1.0000	0.0410	0.0209
0.1000	0.0209	1.0000	0.0410	0.0209
0.1100	0.0209	1.0000	0.0410	0.0209
0.1200	0.0209	1.0000	0.0410	0.0209
0.1300	0.0209	1.0000	0.0410	0.0209
0.1400	0.0209	1.0000	0.0410	0.0209
0.1500	0.0209	1.0000	0.0410	0.0209
0.1600	0.0209	1.0000	0.0410	0.0209
0.1700	0.0209	1.0000	0.0410	0.0209
0.1800	0.0209	1.0000	0.0410	0.0209
0.1900	0.0209	1.0000	0.0410	0.0209
0.2000	0.0209	1.0000	0.0410	0.0209
0.2100	0.0209	1.0000	0.0410	0.0209
0.2200	0.0209	1.0000	0.0410	0.0209
0.2300	0.0209	1.0000	0.0410	0.0209
0.2400	0.0209	1.0000	0.0410	0.0209
0.2500	0.0209	1.0000	0.0410	0.0209
0.2600	0.0209	1.0000	0.0410	0.0209
0.2700	0.0209	1.0000	0.0410	0.0209
0.2800	0.0209	1.0000	0.0410	0.0209
0.2900	0.0209	1.0000	0.0410	0.0209
0.3000	0.0209	1.0000	0.0410	0.0209
0.3100	0.0209	1.0000	0.0410	0.0209
0.3200	0.0209	1.0000	0.0410	0.0209
0.3300	0.0209	1.0000	0.0410	0.0209
0.3400	0.0209	1.0000	0.0410	0.0209
0.3500	0.0209	1.0000	0.0410	0.0209
0.3600	0.0209	1.0000	0.0410	0.0209
0.3700	0.0209	1.0000	0.0410	0.0209
0.3800	0.0209	1.0000	0.0410	0.0209
0.3900	0.0209	1.0000	0.0410	0.0209
0.4000	0.0209	1.0000	0.0410	0.0209
0.4100	0.0209	1.0000	0.0410	0.0209
0.4200	0.0209	1.0000	0.0410	0.0209
0.4300	0.0209	1.0000	0.0410	0.0209
0.4400	0.0209	1.0000	0.0410	0.0209
0.4500	0.0209	1.0000	0.0410	0.0209
0.4600	0.0209	1.0000	0.0410	0.0209
0.4700	0.0209	1.0000	0.0410	0.0209
0.4800	0.0209	1.0000	0.0410	0.0209
0.4900	0.0209	1.0000	0.0410	0.0209
0.5000	0.0209	1.0000	0.0410	0.0209
0.5100	0.4764	0.7135	0.5714	0.9776
0.5200	0.5087	0.6851	0.5839	0.9796
0.5300	0.5384	0.6573	0.5919	0.9810
0.5400	0.5528	0.6430	0.5945	0.9817
0.5500	0.5705	0.6248	0.5964	0.9823
0.5600	0.5806	0.6144	0.5970	0.9826
0.5700	0.5942	0.5999	0.5970	0.9831
0.5800	0.6026	0.5909	0.5967	0.9833
0.5900	0.6144	0.5778	0.5955	0.9836
0.6000	0.6256	0.5649	0.5937	0.9838
0.6100	0.6329	0.5564	0.5922	0.9840
0.6200	0.6439	0.5433	0.5894	0.9842
0.6300	0.6512	0.5344	0.5870	0.9843
0.6400	0.6624	0.5202	0.5828	0.9844
0.6500	0.6704	0.5101	0.5794	0.9845
0.6600	0.6831	0.4937	0.5731	0.9846
0.6700	0.6923	0.4814	0.5679	0.9847
0.6800	0.7079	0.4601	0.5577	0.9847
0.6900	0.7201	0.4431	0.5486	0.9847
0.7000	0.7425	0.4101	0.5284	0.9847
0.7100	0.7746	0.3595	0.4911	0.9844
0.7200	0.8089	0.3006	0.4384	0.9839
0.7300	1.0000	0.0000	0.0000	0.9791
0.7400	1.0000	0.0000	0.0000	0.9791
0.7500	1.0000	0.0000	0.0000	0.9791
0.7600	1.0000	0.0000	0.0000	0.9791
0.7700	1.0000	0.0000	0.0000	0.9791
0.7800	1.0000	0.0000	0.0000	0.9791
0.7900	1.0000	0.0000	0.0000	0.9791
0.8000	1.0000	0.0000	0.0000	0.9791
0.8100	1.0000	0.0000	0.0000	0.9791
0.8200	1.0000	0.0000	0.0000	0.9791
0.8300	1.0000	0.0000	0.0000	0.9791
0.8400	1.0000	0.0000	0.0000	0.9791
0.8500	1.0000	0.0000	0.0000	0.9791
0.8600	1.0000	0.0000	0.0000	0.9791
0.8700	1.0000	0.0000	0.0000	0.9791
0.8800	1.0000	0.0000	0.0000	0.9791
0.8900	1.0000	0.0000	0.0000	0.9791
0.9000	1.0000	0.0000	0.0000	0.9791
0.9100	1.0000	0.0000	0.0000	0.9791
0.9200	1.0000	0.0000	0.0000	0.9791
0.9300	1.0000	0.0000	0.0000	0.9791
0.9400	1.0000	0.0000	0.0000	0.9791
0.9500	1.0000	0.0000	0.0000	0.9791
0.9600	1.0000	0.0000	0.0000	0.9791
0.9700	1.0000	0.0000	0.0000	0.9791
0.9800	1.0000	0.0000	0.0000	0.9791
0.9900	1.0000	0.0000	0.0000	0.9791
