0.0000	0.0184	0.5000	0.0092
0.0100	0.0184	0.5000	0.0092
0.0200	0.0184	0.5000	0.0092
0.0300	0.0184	0.5000	0.0092
0.0400	0.0184	0.5000	0.0092
0.0500	0.0184	0.5000	0.0092
0.0600	0.0184	0.5000	0.0092
0.0700	0.0184	0.5000	0.0092
0.0800	0.0184	0.5000	0.0092
0.0900	0.0184	0.5000	0.0092
0.1000	0.0184	0.5000	0.0092
0.1100	0.0184	0.5000	0.0092
0.1200	0.0184	0.5000	0.0092
0.1300	0.0184	0.5000	0.0092
0.1400	0.0184	0.5000	0.0092
0.1500	0.0184	0.5000	0.0092
0.1600	0.0184	0.5000	0.0092
0.1700	0.0184	0.5000	0.0092
0.1800	0.0184	0.5000	0.0092
0.1900	0.0184	0.5000	0.0092
0.2000	0.0184	0.5000	0.0092
0.2100	0.0184	0.5000	0.0092
0.2200	0.0184	0.5000	0.0092
0.2300	0.0184	0.5000	0.0092
0.2400	0.0184	0.5000	0.0092
0.2500	0.0184	0.5000	0.0092
0.2600	0.0184	0.5000	0.0092
0.2700	0.0184	0.5000	0.0092
0.2800	0.0184	0.5000	0.0092
0.2900	0.0184	0.5000	0.0092
0.3000	0.0184	0.5000	0.0092
0.3100	0.0184	0.5000	0.0092
0.3200	0.0184	0.5000	0.0092
0.3300	0.0184	0.5000	0.0092
0.3400	0.0184	0.5000	0.0092
0.3500	0.0184	0.5000	0.0092
0.3600	0.0184	0.5000	0.0092
0.3700	0.0184	0.5000	0.0092
0.3800	0.0184	0.5000	0.0092
0.3900	0.0184	0.5000	0.0092
0.4000	0.0184	0.5000	0.0092
0.4100	0.0184	0.5000	0.0092
0.4200	0.0184	0.5000	0.0092
0.4300	0.0184	0.5000	0.0092
0.4400	0.0184	0.5000	0.0092
0.4500	0.0184	0.5000	0.0092
0.4600	0.0184	0.5000	0.0092
0.4700	0.0184	0.5000	0.0092
0.4800	0.0184	0.5000	0.0092
0.4900	0.0184	0.5000	0.0092
0.5000	0.0184	0.5000	0.0092
0.5100	0.9797	0.8612	0.6898
0.5200	0.9816	0.8476	0.6980
0.5300	0.9831	0.8339	0.7035
0.5400	0.9837	0.8268	0.7054
0.5500	0.9843	0.8177	0.7069
0.5600	0.9846	0.8123	0.7075
0.5700	0.9850	0.8049	0.7077
0.5800	0.9852	0.8002	0.7077
0.5900	0.9855	0.7934	0.7072
0.6000	0.9857	0.7867	0.7063
0.6100	0.9858	0.7823	0.7056
0.6200	0.9860	0.7755	0.7041
0.6300	0.9861	0.7709	0.7029
0.6400	0.9862	0.7635	0.7007
0.6500	0.9863	0.7582	0.6990
0.6600	0.9864	0.7496	0.6956
0.6700	0.9865	0.7431	0.6929
0.6800	0.9865	0.7319	0.6876
0.6900	0.9865	0.7228	0.6828
0.7000	0.9864	0.7051	0.6723
0.7100	0.9861	0.6771	0.6532
0.7200	0.9856	0.6440	0.6274
0.7300	0.9816	0.5000	0.4908
0.7400	0.9816	0.5000	0.4908
0.7500	0.9816	0.5000	0.4908
0.7600	0.9816	0.5000	0.4908
0.7700	0.9816	0.5000	0.4908
0.7800	0.9816	0.5000	0.4908
0.7900	0.9816	0.5000	0.4908
0.8000	0.9816	0.5000	0.4908
0.8100	0.9816	0.5000	0.4908
0.8200	0.9816	0.5000	0.4908
0.8300	0.9816	0.5000	0.4908
0.8400	0.9816	0.5000	0.4908
0.8500	0.9816	0.5000	0.4908
0.8600	0.9816	0.5000	0.4908
0.8700	0.9816	0.5000	0.4908
0.8800	0.9816	0.5000	0.4908
0.8900	0.9816	0.5000	0.4908
0.9000	0.9816	0.5000	0.4908
0.9100	0.9816	0.5000	0.4908
0.9200	0.9816	0.5000	0.4908
0.9300	0.9816	0.5000	0.4908
0.9400	0.9816	0.5000	0.4908
0.9500	0.9816	0.5000	0.4908
0.9600	0.9816	0.5000	0.4908
0.9700	0.9816	0.5000	0.4908
0.9800	0.9816	0.5000	0.4908
0.9900	0.9816	0.5000	0.4908
