0.0000	0.0157	0.5000	0.0079
0.0100	0.0157	0.5000	0.0079
0.0200	0.0157	0.5000	0.0079
0.0300	0.0157	0.5000	0.0079
0.0400	0.0157	0.5000	0.0079
0.0500	0.0157	0.5000	0.0079
0.0600	0.0157	0.5000	0.0079
0.0700	0.0157	0.5000	0.0079
0.0800	0.0157	0.5000	0.0079
0.0900	0.0157	0.5000	0.0079
0.1000	0.0157	0.5000	0.0079
0.1100	0.0157	0.5000	0.0079
0.1200	0.0157	0.5000	0.0079
0.1300	0.0157	0.5000	0.0079
0.1400	0.0157	0.5000	0.0079
0.1500	0.0157	0.5000	0.0079
0.1600	0.0157	0.5000	0.0079
0.1700	0.0157	0.5000	0.0079
0.1800	0.0157	0.5000	0.0079
0.1900	0.0157	0.5000	0.0079
0.2000	0.0157	0.5000	0.0079
0.2100	0.0157	0.5000	0.0079
0.2200	0.0157	0.5000	0.0079
0.2300	0.0157	0.5000	0.0079
0.2400	0.0157	0.5000	0.0079
0.2500	0.0157	0.5000	0.0079
0.2600	0.0157	0.5000	0.0079
0.2700	0.0157	0.5000	0.0079
0.2800	0.0157	0.5000	0.0079
0.2900	0.0157	0.5000	0.0079
0.3000	0.0157	0.5000	0.0079
0.3100	0.0157	0.5000	0.0079
0.3200	0.0157	0.5000	0.0079
0.3300	0.0157	0.5000	0.0079
0.3400	0.0157	0.5000	0.0079
0.3500	0.0157	0.5000	0.0079
0.3600	0.0157	0.5000	0.0079
0.3700	0.0157	0.5000	0.0079
0.3800	0.0157	0.5000	0.0079
0.3900	0.0157	0.5000	0.0079
0.4000	0.0157	0.5000	0.0079
0.4100	0.0157	0.5000	0.0079
0.4200	0.0157	0.5000	0.0079
0.4300	0.0157	0.5000	0.0079
0.4400	0.0157	0.5000	0.0079
0.4500	0.0157	0.5000	0.0079
0.4600	0.0157	0.5000	0.0079
0.4700	0.0157	0.5000	0.0079
0.4800	0.0157	0.5000	0.0079
0.4900	0.0157	0.5000	0.0079
0.5000	0.0157	0.5000	0.0079
0.5100	0.9815	0.8562	0.6820
0.5200	0.9836	0.8416	0.6915
0.5300	0.9850	0.8268	0.6980
0.5400	0.9856	0.8193	0.7002
0.5500	0.9863	0.8096	0.7021
0.5600	0.9866	0.8040	0.7028
0.5700	0.9870	0.7963	0.7033
0.5800	0.9872	0.7914	0.7033
0.5900	0.9874	0.7845	0.7029
0.6000	0.9876	0.7777	0.7022
0.6100	0.9878	0.7733	0.7015
0.6200	0.9879	0.7666	0.7001
0.6300	0.9880	0.7620	0.6990
0.6400	0.9882	0.7549	0.6970
0.6500	0.9882	0.7499	0.6954
0.6600	0.9883	0.7417	0.6923
0.6700	0.9884	0.7357	0.6899
0.6800	0.9884	0.7256	0.6851
0.6900	0.9884	0.7175	0.6809
0.7000	0.9884	0.7025	0.6722
0.7100	0.9882	0.6802	0.6574
0.7200	0.9879	0.6554	0.6386
0.7300	0.9843	0.5000	0.4921
0.7400	0.9843	0.5000	0.4921
0.7500	0.9843	0.5000	0.4921
0.7600	0.9843	0.5000	0.4921
0.7700	0.9843	0.5000	0.4921
0.7800	0.9843	0.5000	0.4921
0.7900	0.9843	0.5000	0.4921
0.8000	0.9843	0.5000	0.4921
0.8100	0.9843	0.5000	0.4921
0.8200	0.9843	0.5000	0.4921
0.8300	0.9843	0.5000	0.4921
0.8400	0.9843	0.5000	0.4921
0.8500	0.9843	0.5000	0.4921
0.8600	0.9843	0.5000	0.4921
0.8700	0.9843	0.5000	0.4921
0.8800	0.9843	0.5000	0.4921
0.8900	0.9843	0.5000	0.4921
0.9000	0.9843	0.5000	0.4921
0.9100	0.9843	0.5000	0.4921
0.9200	0.9843	0.5000	0.4921
0.9300	0.9843	0.5000	0.4921
0.9400	0.9843	0.5000	0.4921
0.9500	0.9843	0.5000	0.4921
0.9600	0.9843	0.5000	0.4921
0.9700	0.9843	0.5000	0.4921
0.9800	0.9843	0.5000	0.4921
0.9900	0.9843	0.5000	0.4921
